genia tagger: 5668['jakob-creutzfeldt', [60, 77]]
['abnormalities', [24948, 24961]]
['abnormalities', [25280, 25293]]
['abnormalities', [25713, 25726]]
['abnormalities', [26035, 26048]]
['abnormalities', [27257, 27270]]
['abnormalities', [27884, 27897]]
['abnormalities', [28241, 28254]]
['abnormalities', [31246, 31259]]
['abnormalities', [33423, 33436]]
['abnormalities', [33755, 33768]]
['abnormalities', [34188, 34201]]
['abnormalities', [34510, 34523]]
['abnormalities', [35732, 35745]]
['clinical feature', [297, 313]]
['clinical feature', [987, 1003]]
['brain mri', [375, 384]]
['brain mri', [6376, 6385]]
['brain mri', [10967, 10976]]
['brain mri', [21207, 21216]]
['brain mri', [29682, 29691]]
['brain mri', [35833, 35842]]
['brain mri', [37349, 37358]]
['days', [394, 398]]
['days', [2497, 2501]]
['days', [3715, 3719]]
['days', [5435, 5439]]
['days', [8996, 9000]]
['days', [13589, 13593]]
['death', [408, 413]]
['death', [9010, 9015]]
['death', [13603, 13608]]
['death', [21737, 21742]]
['death', [22030, 22035]]
['death', [25578, 25583]]
['death', [30212, 30217]]
['death', [30505, 30510]]
['death', [34053, 34058]]
['clinical', [297, 305]]
['clinical', [458, 466]]
['clinical', [616, 624]]
['clinical', [987, 995]]
['clinical', [2593, 2601]]
['clinical', [2701, 2709]]
['clinical', [16745, 16753]]
['clinical', [18401, 18409]]
['clinical', [21076, 21084]]
['clinical', [21160, 21168]]
['clinical', [25520, 25528]]
['clinical', [29551, 29559]]
['clinical', [29635, 29643]]
['clinical', [33995, 34003]]
['findings', [499, 507]]
['findings', [625, 633]]
['findings', [8963, 8971]]
['findings', [13556, 13564]]
['findings', [24421, 24429]]
['findings', [32896, 32904]]
['order', [511, 516]]
['clinical findings', [616, 633]]
['change', [576, 582]]
['change', [672, 678]]
['change', [2228, 2234]]
['change', [2419, 2425]]
['change', [2580, 2586]]
['change', [2903, 2909]]
['change', [3330, 3336]]
['change', [5050, 5056]]
['change', [7319, 7325]]
['change', [11910, 11916]]
['change', [16193, 16199]]
['change', [16854, 16860]]
['change', [17849, 17855]]
['change', [18510, 18516]]
['change', [19453, 19459]]
['change', [19712, 19718]]
['change', [21246, 21252]]
['change', [21905, 21911]]
['change', [22730, 22736]]
['change', [26541, 26547]]
['change', [26585, 26591]]
['change', [26725, 26731]]
['change', [26764, 26770]]
['change', [27928, 27934]]
['change', [28187, 28193]]
['change', [29721, 29727]]
['change', [30380, 30386]]
['change', [31205, 31211]]
['change', [35016, 35022]]
['change', [35060, 35066]]
['change', [35200, 35206]]
['change', [35239, 35245]]
['analysis', [699, 707]]
['analysis', [10760, 10768]]
['analysis', [10781, 10789]]
['analysis', [15355, 15363]]
['analysis', [15376, 15384]]
['analysis', [21024, 21032]]
['analysis', [29499, 29507]]
['analysis', [37032, 37040]]
['analysis', [38548, 38556]]
['load', [820, 824]]
['0\\%', [26389, 26392]]
['0\\%', [34864, 34867]]
['astrocytic', [866, 876]]
['astrocytic', [1904, 1914]]
['astrocytic', [16311, 16321]]
['astrocytic', [16503, 16513]]
['astrocytic', [16911, 16921]]
['astrocytic', [17142, 17152]]
['astrocytic', [17967, 17977]]
['astrocytic', [18159, 18169]]
['astrocytic', [18567, 18577]]
['astrocytic', [18798, 18808]]
['astrocytic', [21364, 21374]]
['astrocytic', [21510, 21520]]
['astrocytic', [21637, 21647]]
['astrocytic', [21836, 21846]]
['astrocytic', [22176, 22186]]
['astrocytic', [22528, 22538]]
['astrocytic', [24475, 24485]]
['astrocytic', [24634, 24644]]
['astrocytic', [24727, 24737]]
['astrocytic', [24872, 24882]]
['astrocytic', [29839, 29849]]
['astrocytic', [29985, 29995]]
['astrocytic', [30112, 30122]]
['astrocytic', [30311, 30321]]
['astrocytic', [30651, 30661]]
['astrocytic', [31003, 31013]]
['astrocytic', [32950, 32960]]
['astrocytic', [33109, 33119]]
['astrocytic', [33202, 33212]]
['astrocytic', [33347, 33357]]
['astrocytic', [36256, 36266]]
['astrocytic', [37222, 37232]]
['astrocytic', [37772, 37782]]
['astrocytic', [38738, 38748]]
['astrocytic gliosis', [866, 884]]
['astrocytic gliosis', [1904, 1922]]
['astrocytic gliosis', [16311, 16329]]
['astrocytic gliosis', [16503, 16521]]
['astrocytic gliosis', [16911, 16929]]
['astrocytic gliosis', [17142, 17160]]
['astrocytic gliosis', [17967, 17985]]
['astrocytic gliosis', [18159, 18177]]
['astrocytic gliosis', [18567, 18585]]
['astrocytic gliosis', [18798, 18816]]
['astrocytic gliosis', [21364, 21382]]
['astrocytic gliosis', [21510, 21528]]
['astrocytic gliosis', [21637, 21655]]
['astrocytic gliosis', [21836, 21854]]
['astrocytic gliosis', [22176, 22194]]
['astrocytic gliosis', [22528, 22546]]
['astrocytic gliosis', [24475, 24493]]
['astrocytic gliosis', [24634, 24652]]
['astrocytic gliosis', [24727, 24745]]
['astrocytic gliosis', [29839, 29857]]
['astrocytic gliosis', [29985, 30003]]
['astrocytic gliosis', [30112, 30130]]
['astrocytic gliosis', [30311, 30329]]
['astrocytic gliosis', [30651, 30669]]
['astrocytic gliosis', [31003, 31021]]
['astrocytic gliosis', [32950, 32968]]
['astrocytic gliosis', [33109, 33127]]
['astrocytic gliosis', [33202, 33220]]
['astrocytic gliosis', [36256, 36274]]
['astrocytic gliosis', [37222, 37240]]
['astrocytic gliosis', [37772, 37790]]
['astrocytic gliosis', [38738, 38756]]
['r-', [2933, 2935]]
['r-', [4451, 4453]]
['r-', [4653, 4655]]
['r-', [6171, 6173]]
['r\\.', [26472, 26475]]
['r\\.', [34947, 34950]]
['further', [923, 930]]
['further', [23517, 23524]]
['further', [24170, 24177]]
['further', [31992, 31999]]
['further', [32645, 32652]]
['evidence', [931, 939]]
['evidence', [1742, 1750]]
['evidence', [6429, 6437]]
['evidence', [11020, 11028]]
['evidence', [36072, 36080]]
['evidence', [37588, 37596]]
['accumulation', [1020, 1032]]
['accumulation', [1161, 1173]]
['accumulation', [1591, 1603]]
['accumulation', [24448, 24460]]
['accumulation', [25365, 25377]]
['accumulation', [26010, 26022]]
['accumulation', [26157, 26169]]
['accumulation', [32923, 32935]]
['accumulation', [33840, 33852]]
['accumulation', [34485, 34497]]
['accumulation', [34632, 34644]]
['introduction', [1051, 1063]]
['fatal', [1115, 1120]]
['neurodegenerative disease', [1121, 1146]]
['neurodegenerative disease', [22687, 22712]]
['neurodegenerative disease', [31162, 31187]]
['prion proteins', [1187, 1201]]
['recent', [1234, 1240]]
['recent', [19056, 19062]]
['recent', [27531, 27537]]
['studies', [1241, 1248]]
['studies', [7634, 7641]]
['studies', [12226, 12233]]
['studies', [19063, 19070]]
['studies', [27538, 27545]]
['diffusion', [86, 95]]
['diffusion', [1288, 1297]]
['diffusion', [7161, 7170]]
['diffusion', [7225, 7234]]
['diffusion', [11752, 11761]]
['diffusion', [11816, 11825]]
['diffusion', [19740, 19749]]
['diffusion', [19882, 19891]]
['diffusion', [20155, 20164]]
['diffusion', [20317, 20326]]
['diffusion', [20397, 20406]]
['diffusion', [20472, 20481]]
['diffusion', [20514, 20523]]
['diffusion', [20575, 20584]]
['diffusion', [20710, 20719]]
['diffusion', [20785, 20794]]
['diffusion', [20907, 20916]]
['diffusion', [21791, 21800]]
['diffusion', [21895, 21904]]
['diffusion', [22071, 22080]]
['diffusion', [22455, 22464]]
['diffusion', [22626, 22635]]
['diffusion', [23601, 23610]]
['diffusion', [23842, 23851]]
['diffusion', [24105, 24114]]
['diffusion', [24257, 24266]]
['diffusion', [25123, 25132]]
['diffusion', [25167, 25176]]
['diffusion', [25853, 25862]]
['diffusion', [26682, 26691]]
['diffusion', [26930, 26939]]
['diffusion', [27122, 27131]]
['diffusion', [28215, 28224]]
['diffusion', [28357, 28366]]
['diffusion', [28630, 28639]]
['diffusion', [28792, 28801]]
['diffusion', [28872, 28881]]
['diffusion', [28947, 28956]]
['diffusion', [28989, 28998]]
['diffusion', [29050, 29059]]
['diffusion', [29185, 29194]]
['diffusion', [29260, 29269]]
['diffusion', [29382, 29391]]
['diffusion', [30266, 30275]]
['diffusion', [30370, 30379]]
['diffusion', [30546, 30555]]
['diffusion', [30930, 30939]]
['diffusion', [31101, 31110]]
['diffusion', [32076, 32085]]
['diffusion', [32317, 32326]]
['diffusion', [32580, 32589]]
['diffusion', [32732, 32741]]
['diffusion', [33598, 33607]]
['diffusion', [33642, 33651]]
['diffusion', [34328, 34337]]
['diffusion', [35157, 35166]]
['diffusion', [35405, 35414]]
['diffusion', [35597, 35606]]
['weighted', [96, 104]]
['weighted', [1298, 1306]]
['weighted', [7430, 7438]]
['weighted', [12021, 12029]]
['weighted', [19750, 19758]]
['weighted', [19892, 19900]]
['weighted', [20720, 20728]]
['weighted', [28225, 28233]]
['weighted', [28367, 28375]]
['weighted', [29195, 29203]]
['sequence', [1313, 1321]]
['sequence', [35862, 35870]]
['sequence', [35889, 35897]]
['sequence', [37378, 37386]]
['sequence', [37405, 37413]]
['high sensitivity', [1330, 1346]]
['specificity', [1351, 1362]]
['specificity', [19133, 19144]]
['specificity', [27608, 27619]]
['sporadic cjd', [1384, 1396]]
['etiology', [1461, 1469]]
['intense', [1618, 1625]]
['intense', [24864, 24871]]
['intense', [33339, 33346]]
['reactive astrocytosis', [1626, 1647]]
['reactive astrocytosis', [9763, 9784]]
['reactive astrocytosis', [14356, 14377]]
['neuronal loss', [1938, 1951]]
['neuronal loss', [8828, 8841]]
['neuronal loss', [13421, 13434]]
['neuronal loss', [16283, 16296]]
['neuronal loss', [16485, 16498]]
['neuronal loss', [17939, 17952]]
['neuronal loss', [18141, 18154]]
['neuronal loss', [21819, 21832]]
['neuronal loss', [22114, 22127]]
['neuronal loss', [30294, 30307]]
['neuronal loss', [30589, 30602]]
['progression', [1687, 1698]]
['current', [1734, 1741]]
['humans', [1756, 1762]]
['humans', [2171, 2177]]
['humans', [21420, 21426]]
['humans', [29895, 29901]]
['animal models', [1767, 1780]]
['animal models', [21434, 21447]]
['animal models', [29909, 29922]]
['vacuolar degeneration', [1847, 1868]]
['process', [1881, 1888]]
['process', [24757, 24764]]
['process', [25015, 25022]]
['process', [33232, 33239]]
['process', [33490, 33497]]
['presence', [1968, 1976]]
['presence', [25820, 25828]]
['presence', [34295, 34303]]
['prion diseases', [2017, 2031]]
['most', [2054, 2058]]
['most', [19196, 19200]]
['most', [23057, 23061]]
['most', [26874, 26878]]
['most', [27671, 27675]]
['most', [31532, 31536]]
['most', [35349, 35353]]
['common', [2059, 2065]]
['common', [19201, 19207]]
['common', [19266, 19272]]
['common', [19302, 19308]]
['common', [27676, 27682]]
['common', [27741, 27747]]
['common', [27777, 27783]]
['form', [2066, 2070]]
['form', [2482, 2486]]
['form', [7652, 7656]]
['form', [7822, 7826]]
['form', [7913, 7917]]
['form', [8882, 8886]]
['form', [12244, 12248]]
['form', [12414, 12418]]
['form', [12505, 12509]]
['form', [13475, 13479]]
['form', [21713, 21717]]
['form', [22258, 22262]]
['form', [22297, 22301]]
['form', [22725, 22729]]
['form', [23047, 23051]]
['form', [23062, 23066]]
['form', [23320, 23324]]
['form', [23741, 23745]]
['form', [23980, 23984]]
['form', [25203, 25207]]
['form', [26554, 26558]]
['form', [26795, 26799]]
['form', [30188, 30192]]
['form', [30733, 30737]]
['form', [30772, 30776]]
['form', [31200, 31204]]
['form', [31522, 31526]]
['form', [31537, 31541]]
['form', [31795, 31799]]
['form', [32216, 32220]]
['form', [32455, 32459]]
['form', [33678, 33682]]
['form', [35029, 35033]]
['form', [35270, 35274]]
['large', [2075, 2080]]
['large', [22967, 22972]]
['large', [23490, 23495]]
['large', [23655, 23660]]
['large', [23746, 23751]]
['large', [24008, 24013]]
['large', [24053, 24058]]
['large', [24210, 24215]]
['large', [31442, 31447]]
['large', [31965, 31970]]
['large', [32130, 32135]]
['large', [32221, 32226]]
['large', [32483, 32488]]
['large', [32528, 32533]]
['large', [32685, 32690]]
['concentrations', [2081, 2095]]
['attempt', [2144, 2151]]
['attempt', [4508, 4515]]
['attempt', [6228, 6235]]
['attempt', [19812, 19819]]
['attempt', [21393, 21400]]
['attempt', [28287, 28294]]
['attempt', [29868, 29875]]
['interval', [2256, 2264]]
['interval', [21059, 21067]]
['interval', [23280, 23288]]
['interval', [29534, 29542]]
['interval', [31755, 31763]]
['appropriate', [2310, 2321]]
['appropriate', [8667, 8678]]
['appropriate', [13259, 13270]]
['correlation', [2322, 2333]]
['correlation', [10815, 10826]]
['correlation', [15410, 15421]]
['correlation', [21765, 21776]]
['correlation', [25959, 25970]]
['correlation', [30240, 30251]]
['correlation', [34434, 34445]]
['correlation', [37176, 37187]]
['correlation', [38692, 38703]]
['symptoms', [2602, 2610]]
['symptoms', [3504, 3512]]
['symptoms', [3577, 3585]]
['symptoms', [5224, 5232]]
['symptoms', [5297, 5305]]
['symptoms', [16754, 16762]]
['symptoms', [18410, 18418]]
['short', [2673, 2678]]
['short', [21048, 21053]]
['short', [29523, 29528]]
['time', [2679, 2683]]
['time', [3298, 3302]]
['time', [3628, 3632]]
['time', [5018, 5022]]
['time', [5348, 5352]]
['time', [20133, 20137]]
['time', [20374, 20378]]
['time', [21054, 21058]]
['time', [28608, 28612]]
['time', [28849, 28853]]
['time', [29529, 29533]]
['clinical evaluation', [2701, 2720]]
['asymmetric', [2749, 2759]]
['asymmetric', [16734, 16744]]
['asymmetric', [18390, 18400]]
['asymmetric', [20967, 20977]]
['asymmetric', [25503, 25513]]
['asymmetric', [29442, 29452]]
['asymmetric', [33978, 33988]]
['asymmetric', [35909, 35919]]
['asymmetric', [37425, 37435]]
['nature', [2760, 2766]]
['nature', [20978, 20984]]
['nature', [27180, 27186]]
['nature', [29453, 29459]]
['nature', [35655, 35661]]
['relationship', [2836, 2848]]
['year', [2930, 2934]]
['year', [3227, 3231]]
['year', [4650, 4654]]
['year', [4947, 4951]]
['year', [6407, 6411]]
['year', [10998, 11002]]
['old', [1181, 1184]]
['old', [2935, 2938]]
['old', [3256, 3259]]
['old', [4655, 4658]]
['old', [4976, 4979]]
['old', [7461, 7464]]
['old', [12052, 12055]]
['woman', [2939, 2944]]
['woman', [4659, 4664]]
['center', [2966, 2972]]
['center', [4686, 4692]]
['rapidly', [2979, 2986]]
['rapidly', [4699, 4706]]
['progressing', [2987, 2998]]
['progressing', [4707, 4718]]
['dementia', [2999, 3007]]
['dementia', [4719, 4727]]
['past medical history', [3127, 3147]]
['past medical history', [4847, 4867]]
['atrial fibrillation', [3151, 3170]]
['atrial fibrillation', [4871, 4890]]
['atrial fibrillation', [8732, 8751]]
['atrial fibrillation', [13324, 13343]]
['right posterior', [3177, 3192]]
['right posterior', [4897, 4912]]
['right posterior', [8093, 8108]]
['right posterior', [12685, 12700]]
['circulation', [3193, 3204]]
['circulation', [4913, 4924]]
['left', [3260, 3264]]
['left', [4468, 4472]]
['left', [4980, 4984]]
['left', [6188, 6192]]
['left', [6900, 6904]]
['left', [7038, 7042]]
['left', [7120, 7124]]
['left', [7769, 7773]]
['left', [7944, 7948]]
['left', [8006, 8010]]
['left', [11491, 11495]]
['left', [11629, 11633]]
['left', [11711, 11715]]
['left', [12361, 12365]]
['left', [12536, 12540]]
['left', [12598, 12602]]
['left', [15608, 15612]]
['left', [15654, 15658]]
['left', [15779, 15783]]
['left', [16035, 16039]]
['left', [16140, 16144]]
['left', [16254, 16258]]
['left', [16371, 16375]]
['left', [16556, 16560]]
['left', [16642, 16646]]
['left', [17264, 17268]]
['left', [17310, 17314]]
['left', [17435, 17439]]
['left', [17691, 17695]]
['left', [17796, 17800]]
['left', [17910, 17914]]
['left', [18027, 18031]]
['left', [18212, 18216]]
['left', [18298, 18302]]
['left', [35969, 35973]]
['left', [36026, 36030]]
['left', [36183, 36187]]
['left', [36927, 36931]]
['left', [37485, 37489]]
['left', [37542, 37546]]
['left', [37699, 37703]]
['left', [38443, 38447]]
['field', [3272, 3277]]
['field', [4992, 4997]]
['visual field', [3265, 3277]]
['visual field', [4985, 4997]]
['deficit', [3278, 3285]]
['deficit', [4998, 5005]]
['initial', [3310, 3317]]
['initial', [5030, 5037]]
['initial', [23080, 23087]]
['initial', [23821, 23828]]
['initial', [31555, 31562]]
['initial', [32296, 32303]]
['personality changes', [3318, 3337]]
['personality changes', [5038, 5057]]
['vision', [3384, 3390]]
['vision', [3431, 3437]]
['vision', [5104, 5110]]
['vision', [5151, 5157]]
['visual acuity', [3406, 3419]]
['visual acuity', [5126, 5139]]
['new', [3427, 3430]]
['new', [5147, 5150]]
['new', [7094, 7097]]
['new', [11685, 11688]]
['abnormality', [3438, 3449]]
['abnormality', [5158, 5169]]
['abnormality', [10387, 10398]]
['abnormality', [14981, 14992]]
['evaluation', [2710, 2720]]
['evaluation', [3459, 3469]]
['evaluation', [3731, 3741]]
['evaluation', [3831, 3841]]
['evaluation', [5179, 5189]]
['evaluation', [5451, 5461]]
['evaluation', [5551, 5561]]
['evaluation', [6956, 6966]]
['evaluation', [7682, 7692]]
['evaluation', [8130, 8140]]
['evaluation', [11547, 11557]]
['evaluation', [12274, 12284]]
['evaluation', [12722, 12732]]
['evaluation', [21100, 21110]]
['evaluation', [29575, 29585]]
['ophthalmologist', [3476, 3491]]
['ophthalmologist', [5196, 5211]]
['behavioral symptoms', [3493, 3512]]
['behavioral symptoms', [5213, 5232]]
['next', [3532, 3536]]
['next', [5252, 5256]]
['three months', [3537, 3549]]
['three months', [5257, 5269]]
['onset', [3568, 3573]]
['onset', [5288, 5293]]
['question', [3613, 3621]]
['question', [3697, 3705]]
['question', [5333, 5341]]
['question', [5417, 5425]]
['question', [27160, 27168]]
['question', [35635, 35643]]
['word', [3660, 3664]]
['word', [5380, 5384]]
['comment', [3686, 3693]]
['comment', [5406, 5413]]
['intermittent', [3780, 3792]]
['intermittent', [4041, 4053]]
['intermittent', [5500, 5512]]
['intermittent', [5761, 5773]]
['myoclonic jerks', [3793, 3808]]
['myoclonic jerks', [5513, 5528]]
['hands', [3817, 3822]]
['hands', [5537, 5542]]
['hand', [3817, 3821]]
['hand', [5537, 5541]]
['activities', [3874, 3884]]
['activities', [5594, 5604]]
['daily', [3888, 3893]]
['daily', [5608, 5613]]
['living', [3894, 3900]]
['living', [5614, 5620]]
['point', [3920, 3925]]
['point', [5640, 5645]]
['point', [10718, 10723]]
['point', [15312, 15317]]
['difficulty', [4003, 4013]]
['difficulty', [5723, 5733]]
['attention', [4026, 4035]]
['attention', [5746, 5755]]
['simple', [4069, 4075]]
['simple', [5789, 5795]]
['verbal', [4076, 4082]]
['verbal', [5796, 5802]]
['commands', [4083, 4091]]
['commands', [5803, 5811]]
['not', [320, 323]]
['not', [1713, 1716]]
['not', [2379, 2382]]
['not', [2391, 2394]]
['not', [3450, 3453]]
['not', [3669, 3672]]
['not', [4177, 4180]]
['not', [4499, 4502]]
['not', [4553, 4556]]
['not', [5170, 5173]]
['not', [5389, 5392]]
['not', [5897, 5900]]
['not', [6219, 6222]]
['not', [6273, 6276]]
['not', [6553, 6556]]
['not', [7251, 7254]]
['not', [10690, 10693]]
['not', [11144, 11147]]
['not', [11842, 11845]]
['not', [15284, 15287]]
['not', [20350, 20353]]
['not', [20870, 20873]]
['not', [21883, 21886]]
['not', [22214, 22217]]
['not', [22754, 22757]]
['not', [23574, 23577]]
['not', [24375, 24378]]
['not', [24935, 24938]]
['not', [25445, 25448]]
['not', [25782, 25785]]
['not', [25881, 25884]]
['not', [28825, 28828]]
['not', [29345, 29348]]
['not', [30358, 30361]]
['not', [30689, 30692]]
['not', [31229, 31232]]
['not', [32049, 32052]]
['not', [32850, 32853]]
['not', [33410, 33413]]
['not', [33920, 33923]]
['not', [34257, 34260]]
['not', [34356, 34359]]
['not', [35900, 35903]]
['not', [37416, 37419]]
['right gaze', [4207, 4217]]
['right gaze', [5927, 5937]]
['preference', [4218, 4228]]
['preference', [5938, 5948]]
['motor', [4233, 4238]]
['motor', [5953, 5958]]
['right arm', [4285, 4294]]
['right arm', [4534, 4543]]
['right arm', [6005, 6014]]
['right arm', [6254, 6263]]
['leg', [4299, 4302]]
['leg', [6019, 6022]]
['full', [3930, 3934]]
['full', [4333, 4337]]
['full', [5650, 5654]]
['full', [6053, 6057]]
['strength', [4338, 4346]]
['strength', [6058, 6066]]
['right', [3177, 3182]]
['right', [4207, 4212]]
['right', [4285, 4290]]
['right', [4390, 4395]]
['right', [4534, 4539]]
['right', [4897, 4902]]
['right', [5927, 5932]]
['right', [6005, 6010]]
['right', [6110, 6115]]
['right', [6254, 6259]]
['right', [6445, 6450]]
['right', [6649, 6654]]
['right', [7372, 7377]]
['right', [7599, 7604]]
['right', [8038, 8043]]
['right', [8093, 8098]]
['right', [11036, 11041]]
['right', [11240, 11245]]
['right', [11963, 11968]]
['right', [12190, 12195]]
['right', [12630, 12635]]
['right', [12685, 12690]]
['right', [15866, 15871]]
['right', [15966, 15971]]
['right', [16394, 16399]]
['right', [16565, 16570]]
['right', [17522, 17527]]
['right', [17622, 17627]]
['right', [18050, 18055]]
['right', [18221, 18226]]
['right', [35987, 35992]]
['right', [36084, 36089]]
['right', [36173, 36178]]
['right', [36914, 36919]]
['right', [37503, 37508]]
['right', [37600, 37605]]
['right', [37689, 37694]]
['right', [38430, 38435]]
['withdrawal', [4414, 4424]]
['withdrawal', [6134, 6144]]
['testing', [4437, 4444]]
