genia tagger: 9797['type', [4, 8]]
['ng', [35825, 35827]]
['ng', [35974, 35976]]
['ng', [36141, 36143]]
['ng', [36251, 36253]]
['ng', [37187, 37189]]
['ng', [37337, 37339]]
['ng', [38617, 38619]]
['ng', [38694, 38696]]
['ng', [38830, 38832]]
['ng', [38957, 38959]]
['ng', [39159, 39161]]
['ng', [39216, 39218]]
['ng', [39245, 39247]]
['ng', [39339, 39341]]
['ng', [39364, 39366]]
['ng', [39458, 39460]]
['ng', [39800, 39802]]
['ng', [40165, 40167]]
['ng', [40578, 40580]]
['ng', [40666, 40668]]
['ng', [41049, 41051]]
['ng', [41369, 41371]]
['ng', [41789, 41791]]
['ng', [41919, 41921]]
['ng', [41996, 41998]]
['ng', [42132, 42134]]
['ng', [42259, 42261]]
['ng', [42461, 42463]]
['ng', [42518, 42520]]
['ng', [42547, 42549]]
['ng', [42641, 42643]]
['ng', [42666, 42668]]
['ng', [42760, 42762]]
['ng', [43102, 43104]]
['ng', [43467, 43469]]
['ng', [43880, 43882]]
['ng', [43968, 43970]]
['ng', [44351, 44353]]
['ng', [44671, 44673]]
['ng', [45091, 45093]]
['ng', [45469, 45471]]
['ng', [45902, 45904]]
['ng', [46039, 46041]]
['ng', [46240, 46242]]
['ng', [46457, 46459]]
['ng', [46528, 46530]]
['ng', [46726, 46728]]
['ng', [46971, 46973]]
['ng', [47030, 47032]]
['ng', [47417, 47419]]
['ng', [47577, 47579]]
['ng', [47745, 47747]]
['ng', [47773, 47775]]
['ng', [47893, 47895]]
['ng', [48001, 48003]]
['ng', [48049, 48051]]
['ng', [48196, 48198]]
['ng', [48348, 48350]]
['ng', [48771, 48773]]
['ng', [49610, 49612]]
['ng', [49677, 49679]]
['ng', [49908, 49910]]
['ng', [50132, 50134]]
['ng', [50140, 50142]]
['ng', [50238, 50240]]
['ng', [50506, 50508]]
['ng', [50574, 50576]]
['ng', [50609, 50611]]
['ng', [50856, 50858]]
['ng', [51416, 51418]]
['ng', [51490, 51492]]
['ng', [52141, 52143]]
['ng', [52760, 52762]]
['ng', [53320, 53322]]
['ng', [54231, 54233]]
['ng', [54234, 54236]]
['ng', [54369, 54371]]
['ng', [54405, 54407]]
['ng', [54477, 54479]]
['ng', [54603, 54605]]
['ng', [55006, 55008]]
['ng', [55110, 55112]]
['ng', [55150, 55152]]
['ng', [55189, 55191]]
['ng', [55299, 55301]]
['ng', [55634, 55636]]
['ng', [56067, 56069]]
['ng', [56204, 56206]]
['ng', [56405, 56407]]
['ng', [56622, 56624]]
['ng', [56693, 56695]]
['ng', [56891, 56893]]
['ng', [57136, 57138]]
['ng', [57195, 57197]]
['ng', [57582, 57584]]
['ng', [57742, 57744]]
['ng', [57910, 57912]]
['ng', [57938, 57940]]
['ng', [58058, 58060]]
['ng', [58166, 58168]]
['ng', [58214, 58216]]
['ng', [58361, 58363]]
['ng', [58513, 58515]]
['ng', [58936, 58938]]
['ng', [59775, 59777]]
['ng', [59842, 59844]]
['ng', [60073, 60075]]
['ng', [60297, 60299]]
['ng', [60305, 60307]]
['ng', [60403, 60405]]
['ng', [60671, 60673]]
['ng', [60739, 60741]]
['ng', [60774, 60776]]
['ng', [61021, 61023]]
['ng', [61581, 61583]]
['ng', [61655, 61657]]
['ng', [62306, 62308]]
['ng', [62925, 62927]]
['ng', [63485, 63487]]
['ng', [64396, 64398]]
['ng', [64399, 64401]]
['ng', [64534, 64536]]
['ng', [64570, 64572]]
['ng', [64642, 64644]]
['ng', [64768, 64770]]
['ng', [65171, 65173]]
['ng', [65275, 65277]]
['ng', [65315, 65317]]
['ng', [65354, 65356]]
['ng', [65464, 65466]]
['ng', [65737, 65739]]
['ng', [65868, 65870]]
['ng', [65907, 65909]]
['ng', [66337, 66339]]
['ng', [66353, 66355]]
['ng', [66397, 66399]]
['ng', [66479, 66481]]
['ng', [66688, 66690]]
['ng', [66820, 66822]]
['ng', [66878, 66880]]
['ng', [66932, 66934]]
['ng', [66994, 66996]]
['ng', [67021, 67023]]
['ng', [67075, 67077]]
['ng', [67099, 67101]]
['ng', [67134, 67136]]
['ng', [67453, 67455]]
['ng', [67584, 67586]]
['ng', [67623, 67625]]
['ng', [68053, 68055]]
['ng', [68069, 68071]]
['ng', [68113, 68115]]
['ng', [68195, 68197]]
['ng', [68404, 68406]]
['ng', [68536, 68538]]
['ng', [68594, 68596]]
['ng', [68648, 68650]]
['ng', [68710, 68712]]
['ng', [68737, 68739]]
['ng', [68791, 68793]]
['ng', [68815, 68817]]
['ng', [68850, 68852]]
['dose', [4321, 4325]]
['dose', [10158, 10162]]
['dose', [10215, 10219]]
['dose', [10349, 10353]]
['dose', [16223, 16227]]
['dose', [16280, 16284]]
['dose', [16414, 16418]]
['dose', [19372, 19376]]
['dose', [25892, 25896]]
['dose', [32404, 32408]]
['dose', [35615, 35619]]
['escherichia coli', [10256, 10272]]
['escherichia coli', [16321, 16337]]
['sigma', [10291, 10296]]
['sigma', [16356, 16361]]
['chemical', [10297, 10305]]
['chemical', [16362, 16370]]
['st', [849, 851]]
['st', [1153, 1155]]
['st', [1499, 1501]]
['st', [1517, 1519]]
['st', [1734, 1736]]
['st', [1924, 1926]]
['st', [2097, 2099]]
['st', [2131, 2133]]
['st', [2348, 2350]]
['st', [2419, 2421]]
['st', [2618, 2620]]
['st', [2658, 2660]]
['st', [3019, 3021]]
['st', [3033, 3035]]
['st', [3448, 3450]]
['st', [3755, 3757]]
['st', [3794, 3796]]
['st', [3845, 3847]]
['st', [4109, 4111]]
['st', [4233, 4235]]
['st', [4493, 4495]]
['st', [4544, 4546]]
['st', [4698, 4700]]
['st', [4726, 4728]]
['st', [5327, 5329]]
['st', [5379, 5381]]
['st', [5564, 5566]]
['st', [6126, 6128]]
['st', [6431, 6433]]
['st', [6778, 6780]]
['st', [6796, 6798]]
['st', [6995, 6997]]
['st', [7259, 7261]]
['st', [7316, 7318]]
['st', [7513, 7515]]
['st', [7751, 7753]]
['st', [7968, 7970]]
['st', [7996, 7998]]
['st', [8023, 8025]]
['st', [8185, 8187]]
['st', [8275, 8277]]
['st', [8546, 8548]]
['st', [8665, 8667]]
['st', [8681, 8683]]
['st', [8743, 8745]]
['st', [8753, 8755]]
['st', [9128, 9130]]
['st', [9174, 9176]]
['st', [9188, 9190]]
['st', [9229, 9231]]
['st', [9305, 9307]]
['st', [9519, 9521]]
['st', [9813, 9815]]
['st', [10307, 10309]]
['st', [10472, 10474]]
['st', [10491, 10493]]
['st', [10515, 10517]]
['st', [10806, 10808]]
['st', [10918, 10920]]
['st', [10983, 10985]]
['st', [11027, 11029]]
['st', [11247, 11249]]
['st', [11588, 11590]]
['st', [11695, 11697]]
['st', [11789, 11791]]
['st', [11865, 11867]]
['st', [11874, 11876]]
['st', [11898, 11900]]
['st', [12048, 12050]]
['st', [12053, 12055]]
['st', [12190, 12192]]
['st', [12305, 12307]]
['st', [12340, 12342]]
['st', [12345, 12347]]
['st', [12476, 12478]]
['st', [12729, 12731]]
['st', [12872, 12874]]
['st', [12954, 12956]]
['st', [12982, 12984]]
['st', [13057, 13059]]
['st', [13321, 13323]]
['st', [13378, 13380]]
['st', [13575, 13577]]
['st', [13813, 13815]]
['st', [14030, 14032]]
['st', [14058, 14060]]
['st', [14085, 14087]]
['st', [14247, 14249]]
['st', [14338, 14340]]
['st', [14609, 14611]]
['st', [14728, 14730]]
['st', [14744, 14746]]
['st', [14807, 14809]]
['st', [14817, 14819]]
['st', [15192, 15194]]
['st', [15238, 15240]]
['st', [15252, 15254]]
['st', [15293, 15295]]
['st', [15369, 15371]]
['st', [15583, 15585]]
['st', [15878, 15880]]
['st', [16372, 16374]]
['st', [16537, 16539]]
['st', [16556, 16558]]
['st', [16580, 16582]]
['st', [16872, 16874]]
['st', [16984, 16986]]
['st', [17049, 17051]]
['st', [17093, 17095]]
['st', [17313, 17315]]
['st', [17654, 17656]]
['st', [17761, 17763]]
['st', [17855, 17857]]
['st', [17931, 17933]]
['st', [17940, 17942]]
['st', [17964, 17966]]
['st', [18115, 18117]]
['st', [18120, 18122]]
['st', [18257, 18259]]
['st', [18372, 18374]]
['st', [18407, 18409]]
['st', [18412, 18414]]
['st', [18543, 18545]]
['st', [18796, 18798]]
['st', [18939, 18941]]
['st', [19021, 19023]]
['st', [19049, 19051]]
['st', [19188, 19190]]
['st', [19430, 19432]]
['st', [19504, 19506]]
['st', [19600, 19602]]
['st', [20154, 20156]]
['st', [20229, 20231]]
['st', [20357, 20359]]
['st', [20522, 20524]]
['st', [20613, 20615]]
['st', [20638, 20640]]
['st', [20685, 20687]]
['st', [21080, 21082]]
['st', [21122, 21124]]
['st', [21181, 21183]]
['st', [21234, 21236]]
['st', [21305, 21307]]
['st', [21367, 21369]]
['st', [21804, 21806]]
['st', [21876, 21878]]
['st', [21948, 21950]]
['st', [22230, 22232]]
['st', [22469, 22471]]
['st', [22483, 22485]]
['st', [22741, 22743]]
['st', [22875, 22877]]
['st', [23028, 23030]]
['st', [23239, 23241]]
['st', [23277, 23279]]
['st', [23719, 23721]]
['st', [23801, 23803]]
['st', [24064, 24066]]
['st', [24949, 24951]]
['st', [25334, 25336]]
['st', [25380, 25382]]
['st', [25477, 25479]]
['st', [25708, 25710]]
['st', [25950, 25952]]
['st', [26024, 26026]]
['st', [26120, 26122]]
['st', [26674, 26676]]
['st', [26749, 26751]]
['st', [26877, 26879]]
['st', [27042, 27044]]
['st', [27133, 27135]]
['st', [27158, 27160]]
['st', [27205, 27207]]
['st', [27600, 27602]]
['st', [27642, 27644]]
['st', [27701, 27703]]
['st', [27754, 27756]]
['st', [27825, 27827]]
['st', [27887, 27889]]
['st', [28324, 28326]]
['st', [28396, 28398]]
['st', [28468, 28470]]
['st', [28750, 28752]]
['st', [28989, 28991]]
['st', [29003, 29005]]
['st', [29261, 29263]]
['st', [29395, 29397]]
['st', [29548, 29550]]
['st', [29759, 29761]]
['st', [29797, 29799]]
['st', [30239, 30241]]
['st', [30321, 30323]]
['st', [30584, 30586]]
['st', [31469, 31471]]
['st', [31854, 31856]]
['st', [31900, 31902]]
['st', [31997, 31999]]
['st', [32220, 32222]]
['st', [32462, 32464]]
['st', [32536, 32538]]
['st', [32632, 32634]]
['st', [33186, 33188]]
['st', [33261, 33263]]
['st', [33389, 33391]]
['st', [33554, 33556]]
['st', [33645, 33647]]
['st', [33670, 33672]]
['st', [33717, 33719]]
['st', [34112, 34114]]
['st', [34154, 34156]]
['st', [34213, 34215]]
['st', [34266, 34268]]
['st', [34337, 34339]]
['st', [34399, 34401]]
['st', [34836, 34838]]
['st', [34908, 34910]]
['st', [34980, 34982]]
['st', [35262, 35264]]
['st', [35431, 35433]]
['st', [35673, 35675]]
['st', [35747, 35749]]
['st', [35843, 35845]]
['st', [36397, 36399]]
['st', [36472, 36474]]
['st', [36600, 36602]]
['st', [36765, 36767]]
['st', [36856, 36858]]
['st', [36881, 36883]]
['st', [36928, 36930]]
['st', [37323, 37325]]
['st', [37365, 37367]]
['st', [37424, 37426]]
['st', [37477, 37479]]
['st', [37548, 37550]]
['st', [37610, 37612]]
['st', [38047, 38049]]
['st', [38119, 38121]]
['st', [38191, 38193]]
['st', [38473, 38475]]
['st', [38713, 38715]]
['st', [38727, 38729]]
['st', [38985, 38987]]
['st', [39119, 39121]]
['st', [39272, 39274]]
['st', [39483, 39485]]
['st', [39521, 39523]]
['st', [39963, 39965]]
['st', [40045, 40047]]
['st', [40308, 40310]]
['st', [41193, 41195]]
['st', [41578, 41580]]
['st', [41624, 41626]]
['st', [41721, 41723]]
['st', [42015, 42017]]
['st', [42029, 42031]]
['st', [42287, 42289]]
['st', [42421, 42423]]
['st', [42574, 42576]]
['st', [42785, 42787]]
['st', [42823, 42825]]
['st', [43265, 43267]]
['st', [43347, 43349]]
['st', [43610, 43612]]
['st', [44495, 44497]]
['st', [44880, 44882]]
['st', [44926, 44928]]
['st', [45023, 45025]]
['st', [45215, 45217]]
['st', [45231, 45233]]
['st', [45445, 45447]]
['st', [45606, 45608]]
['st', [45719, 45721]]
['st', [45930, 45932]]
['st', [46080, 46082]]
['st', [46208, 46210]]
['st', [46358, 46360]]
['st', [46465, 46467]]
['st', [46647, 46649]]
['st', [46657, 46659]]
['st', [46776, 46778]]
['st', [46815, 46817]]
['st', [47058, 47060]]
['st', [47934, 47936]]
['st', [47997, 47999]]
['st', [48191, 48193]]
['st', [48421, 48423]]
['st', [48540, 48542]]
['st', [48588, 48590]]
['st', [48846, 48848]]
['st', [49282, 49284]]
['st', [49365, 49367]]
['st', [49614, 49616]]
['st', [49790, 49792]]
['st', [49798, 49800]]
['st', [49994, 49996]]
['st', [50373, 50375]]
['st', [50476, 50478]]
['st', [50536, 50538]]
['st', [50720, 50722]]
['st', [50902, 50904]]
['st', [51069, 51071]]
['st', [51254, 51256]]
['st', [51262, 51264]]
['st', [51495, 51497]]
['st', [51519, 51521]]
['st', [51922, 51924]]
['st', [51968, 51970]]
['st', [52451, 52453]]
['st', [52571, 52573]]
['st', [52665, 52667]]
['st', [54092, 54094]]
['st', [54203, 54205]]
['st', [54328, 54330]]
['st', [54396, 54398]]
['st', [54856, 54858]]
['st', [55000, 55002]]
['st', [55183, 55185]]
['st', [55318, 55320]]
['st', [55380, 55382]]
['st', [55396, 55398]]
['st', [55610, 55612]]
['st', [55771, 55773]]
['st', [55884, 55886]]
['st', [56095, 56097]]
['st', [56245, 56247]]
['st', [56373, 56375]]
['st', [56523, 56525]]
['st', [56630, 56632]]
['st', [56812, 56814]]
['st', [56822, 56824]]
['st', [56941, 56943]]
['st', [56980, 56982]]
['st', [57223, 57225]]
['st', [58099, 58101]]
['st', [58162, 58164]]
['st', [58356, 58358]]
['st', [58586, 58588]]
['st', [58705, 58707]]
['st', [58753, 58755]]
['st', [59011, 59013]]
['st', [59447, 59449]]
['st', [59530, 59532]]
['st', [59779, 59781]]
['st', [59955, 59957]]
['st', [59963, 59965]]
['st', [60159, 60161]]
['st', [60538, 60540]]
['st', [60641, 60643]]
['st', [60701, 60703]]
['st', [60885, 60887]]
['st', [61067, 61069]]
['st', [61234, 61236]]
['st', [61419, 61421]]
['st', [61427, 61429]]
['st', [61660, 61662]]
['st', [61684, 61686]]
['st', [62087, 62089]]
['st', [62133, 62135]]
['st', [62616, 62618]]
['st', [62736, 62738]]
['st', [62830, 62832]]
['st', [64257, 64259]]
['st', [64368, 64370]]
['st', [64493, 64495]]
['st', [64561, 64563]]
['st', [65021, 65023]]
['st', [65165, 65167]]
['st', [65348, 65350]]
['st', [65483, 65485]]
['st', [65851, 65853]]
['st', [66456, 66458]]
['st', [67567, 67569]]
['st', [68172, 68174]]
['\\/mo', [923, 927]]
['\\/mo', [6200, 6204]]
['\\/mo', [10197, 10201]]
['\\/mo', [10365, 10369]]
['\\/mo', [16262, 16266]]
['\\/mo', [16430, 16434]]
['substances', [10469, 10479]]
['substances', [16534, 16544]]
['non', [10508, 10511]]
['non', [16573, 16576]]
['non', [53727, 53730]]
['non', [63892, 63895]]
['gravity', [10536, 10543]]
['gravity', [16601, 16608]]
['needle', [10563, 10569]]
['needle', [16628, 16634]]
['volume', [10585, 10591]]
['volume', [16650, 16656]]
['volume', [65763, 65769]]
['volume', [67479, 67485]]
['one', [747, 750]]
['one', [9106, 9109]]
['one', [10595, 10598]]
['one', [10636, 10639]]
['one', [15170, 15173]]
['one', [16660, 16663]]
['one', [16701, 16704]]
['one', [45346, 45349]]
['one', [55511, 55514]]
['one', [65773, 65776]]
['one', [66306, 66309]]
['one', [67489, 67492]]
['one', [68022, 68025]]
['only', [10631, 10635]]
['only', [16696, 16700]]
['only', [20763, 20767]]
['only', [23455, 23459]]
['only', [24559, 24563]]
['only', [27283, 27287]]
['only', [29975, 29979]]
['only', [31079, 31083]]
['only', [33795, 33799]]
['only', [37006, 37010]]
['only', [39699, 39703]]
['only', [40803, 40807]]
['only', [43001, 43005]]
['only', [44105, 44109]]
['combination', [10640, 10651]]
['combination', [16705, 16716]]
['measurements', [10730, 10742]]
['measurements', [16796, 16808]]
['1 week', [10850, 10856]]
['1 week', [16916, 16922]]
['dark', [8455, 8459]]
['dark', [11057, 11061]]
['dark', [11186, 11190]]
['dark', [14518, 14522]]
['dark', [17123, 17127]]
['dark', [17252, 17256]]
['phase', [11062, 11067]]
['phase', [11191, 11196]]
['phase', [17128, 17133]]
['phase', [17257, 17262]]
['video camera', [11115, 11127]]
['video camera', [17181, 17193]]
['light', [8449, 8454]]
['light', [8467, 8472]]
['light', [11138, 11143]]
['light', [14512, 14517]]
['light', [14530, 14535]]
['light', [17204, 17209]]
['light', [49072, 49077]]
['light', [55158, 55163]]
['light', [59237, 59242]]
['light', [65323, 65328]]
['red light', [11134, 11143]]
['red light', [17200, 17209]]
['illumination', [11144, 11156]]
['illumination', [17210, 17222]]
['mean', [11289, 11293]]
['mean', [12911, 12915]]
['mean', [13035, 13039]]
['mean', [17355, 17359]]
['mean', [18978, 18982]]
['mean', [19102, 19106]]
['mean', [20717, 20721]]
['mean', [21406, 21410]]
['mean', [21987, 21991]]
['mean', [24103, 24107]]
['mean', [25083, 25087]]
['mean', [27237, 27241]]
['mean', [27926, 27930]]
['mean', [28507, 28511]]
['mean', [30623, 30627]]
['mean', [31603, 31607]]
['mean', [33749, 33753]]
['mean', [34438, 34442]]
['mean', [35019, 35023]]
['mean', [36960, 36964]]
['mean', [37649, 37653]]
['mean', [38230, 38234]]
['mean', [40347, 40351]]
['mean', [41327, 41331]]
['mean', [43649, 43653]]
['mean', [44629, 44633]]
['mean', [66003, 66007]]
['mean', [66575, 66579]]
['mean', [67184, 67188]]
['mean', [67719, 67723]]
['mean', [68291, 68295]]
['mean', [68900, 68904]]
['body weight loss', [11378, 11394]]
['body weight loss', [17444, 17460]]
['body weight loss', [23435, 23451]]
['body weight loss', [29955, 29971]]
['body weight loss', [39679, 39695]]
['body weight loss', [42981, 42997]]
['body weight loss', [49104, 49120]]
['body weight loss', [59269, 59285]]
['duration', [11470, 11478]]
['duration', [12397, 12405]]
['duration', [17536, 17544]]
['duration', [18464, 18472]]
['duration', [20902, 20910]]
['duration', [21040, 21048]]
['duration', [21198, 21206]]
['duration', [21439, 21447]]
['duration', [22022, 22030]]
['duration', [23652, 23660]]
['duration', [23864, 23872]]
['duration', [24167, 24175]]
['duration', [24377, 24385]]
['duration', [24601, 24609]]
['duration', [24753, 24761]]
['duration', [25088, 25096]]
['duration', [27422, 27430]]
['duration', [27560, 27568]]
['duration', [27718, 27726]]
['duration', [27959, 27967]]
['duration', [28542, 28550]]
['duration', [30172, 30180]]
['duration', [30384, 30392]]
['duration', [30687, 30695]]
['duration', [30897, 30905]]
['duration', [31121, 31129]]
['duration', [31273, 31281]]
['duration', [31608, 31616]]
['duration', [33934, 33942]]
['duration', [34072, 34080]]
['duration', [34230, 34238]]
['duration', [34471, 34479]]
['duration', [35054, 35062]]
['duration', [37145, 37153]]
['duration', [37283, 37291]]
['duration', [37441, 37449]]
['duration', [37682, 37690]]
['duration', [38265, 38273]]
['duration', [39896, 39904]]
['duration', [40108, 40116]]
['duration', [40411, 40419]]
['duration', [40621, 40629]]
['duration', [40845, 40853]]
['duration', [40997, 41005]]
['duration', [41332, 41340]]
['duration', [43198, 43206]]
['duration', [43410, 43418]]
['duration', [43713, 43721]]
['duration', [43923, 43931]]
['duration', [44147, 44155]]
['duration', [44299, 44307]]
['duration', [44634, 44642]]
['duration', [48937, 48945]]
['duration', [59102, 59110]]
['duration', [65910, 65918]]
['duration', [66482, 66490]]
['duration', [67626, 67634]]
['duration', [68198, 68206]]
['home', [11557, 11561]]
['home', [17623, 17627]]
['cage', [8095, 8099]]
['cage', [8331, 8335]]
['cage', [10988, 10992]]
['cage', [11562, 11566]]
['cage', [14157, 14161]]
['cage', [14394, 14398]]
['cage', [17054, 17058]]
['cage', [17628, 17632]]
['occurrence', [11599, 11609]]
['occurrence', [17665, 17675]]
['juveniles', [11825, 11834]]
['juveniles', [17891, 17900]]
['stimulus', [11874, 11882]]
['stimulus', [17940, 17948]]
['train', [6996, 7001]]
['train', [7260, 7265]]
['train', [7752, 7757]]
['train', [7969, 7974]]
['train', [11248, 11253]]
['train', [11946, 11951]]
['train', [12191, 12196]]
['train', [12477, 12482]]
['train', [12730, 12735]]
['train', [13058, 13063]]
['train', [13322, 13327]]
['train', [13814, 13819]]
['train', [14031, 14036]]
['train', [17314, 17319]]
['train', [18012, 18017]]
['train', [18258, 18263]]
['train', [18544, 18549]]
['train', [18797, 18802]]
['train', [19505, 19510]]
['train', [20358, 20363]]
['train', [20639, 20644]]
['train', [21123, 21128]]
['train', [21235, 21240]]
['train', [21306, 21311]]
['train', [21805, 21810]]
['train', [21877, 21882]]
['train', [22876, 22881]]
['train', [23029, 23034]]
['train', [23240, 23245]]
['train', [23278, 23283]]
['train', [23720, 23725]]
['train', [23802, 23807]]
['train', [26025, 26030]]
['train', [26878, 26883]]
['train', [27159, 27164]]
['train', [27643, 27648]]
['train', [27755, 27760]]
['train', [27826, 27831]]
['train', [28325, 28330]]
['train', [28397, 28402]]
['train', [29396, 29401]]
['train', [29549, 29554]]
['train', [29760, 29765]]
['train', [29798, 29803]]
['train', [30240, 30245]]
['train', [30322, 30327]]
['train', [32537, 32542]]
['train', [33390, 33395]]
['train', [33671, 33676]]
['train', [34155, 34160]]
['train', [34267, 34272]]
['train', [34338, 34343]]
['train', [34837, 34842]]
['train', [34909, 34914]]
['train', [35748, 35753]]
['train', [36601, 36606]]
['train', [36882, 36887]]
['train', [37366, 37371]]
['train', [37478, 37483]]
['train', [37549, 37554]]
['train', [38048, 38053]]
['train', [38120, 38125]]
['train', [39120, 39125]]
['train', [39273, 39278]]
['train', [39484, 39489]]
['train', [39522, 39527]]
['train', [39964, 39969]]
['train', [40046, 40051]]
['train', [42422, 42427]]
['train', [42575, 42580]]
['train', [42786, 42791]]
['train', [42824, 42829]]
['train', [43266, 43271]]
['train', [43348, 43353]]
['train', [49283, 49288]]
['train', [59448, 59453]]
['observers', [11954, 11963]]
['observers', [18020, 18029]]
['genotype', [11979, 11987]]
['genotype', [18045, 18053]]
['experimental', [12005, 12017]]
['experimental', [12024, 12036]]
['experimental', [18071, 18083]]
['experimental', [18091, 18103]]
['experimental design', [12024, 12043]]
['experimental design', [18091, 18110]]
['design', [7678, 7684]]
['design', [12037, 12043]]
['design', [12112, 12118]]
['design', [13740, 13746]]
['design', [18104, 18110]]
['design', [18179, 18185]]
['design', [22956, 22962]]
['design', [29476, 29482]]
['design', [39200, 39206]]
['design', [42502, 42508]]
['factorial', [12126, 12135]]
['factorial', [18193, 18202]]
['factorial', [22987, 22996]]
['factorial', [29507, 29516]]
['factorial', [39231, 39240]]
['factorial', [42533, 42542]]
['arrangement', [12136, 12147]]
['arrangement', [18203, 18214]]
['arrangement', [22997, 23008]]
['arrangement', [29517, 29528]]
['arrangement', [39241, 39252]]
['arrangement', [42543, 42554]]
['group', [8079, 8084]]
['group', [8559, 8564]]
['group', [12223, 12228]]
['group', [12905, 12910]]
['group', [14141, 14146]]
['group', [14622, 14627]]
['group', [18290, 18295]]
['group', [18972, 18977]]
['group', [20500, 20505]]
['group', [21400, 21405]]
['group', [21653, 21658]]
['group', [21981, 21986]]
['group', [23144, 23149]]
['group', [23498, 23503]]
['group', [24097, 24102]]
['group', [27020, 27025]]
['group', [27920, 27925]]
['group', [28173, 28178]]
['group', [28501, 28506]]
['group', [29664, 29669]]
['group', [30018, 30023]]
['group', [30617, 30622]]
['group', [33532, 33537]]
['group', [34432, 34437]]
['group', [34685, 34690]]
['group', [35013, 35018]]
['group', [36743, 36748]]
['group', [37643, 37648]]
['group', [37896, 37901]]
['group', [38224, 38229]]
['group', [39388, 39393]]
['group', [39742, 39747]]
['group', [40341, 40346]]
['group', [42690, 42695]]
['group', [43044, 43049]]
['group', [43643, 43648]]
['group', [45201, 45206]]
['group', [55366, 55371]]
['group', [66021, 66026]]
['group', [66593, 66598]]
['group', [67202, 67207]]
['group', [67737, 67742]]
['group', [68309, 68314]]
['group', [68918, 68923]]
['statistical analysis', [12340, 12360]]
['statistical analysis', [18407, 18427]]
['mixed', [12370, 12375]]
['mixed', [18437, 18442]]
['repeated', [12292, 12300]]
['repeated', [12377, 12385]]
['repeated', [18359, 18367]]
['repeated', [18444, 18452]]
['measures', [12387, 12395]]
['measures', [18454, 18462]]
['measure', [10730, 10737]]
['measure', [11366, 11373]]
['measure', [12387, 12394]]
['measure', [16796, 16803]]
['measure', [17432, 17439]]
['measure', [18454, 18461]]
['measure', [49590, 49597]]
['measure', [51211, 51218]]
['measure', [59755, 59762]]
['measure', [61376, 61383]]
['subject', [12601, 12608]]
['subject', [12657, 12664]]
['subject', [12853, 12860]]
['subject', [18668, 18675]]
['subject', [18724, 18731]]
['subject', [18920, 18927]]
['time', [11322, 11326]]
['time', [12621, 12625]]
['time', [17388, 17392]]
['time', [18688, 18692]]
['time', [21003, 21007]]
['time', [21268, 21272]]
['time', [21315, 21319]]
['time', [21630, 21634]]
['time', [21838, 21842]]
['time', [21885, 21889]]
['time', [23592, 23596]]
['time', [23824, 23828]]
['time', [23965, 23969]]
['time', [24018, 24022]]
['time', [24464, 24468]]
['time', [24515, 24519]]
['time', [24849, 24853]]
['time', [24902, 24906]]
['time', [25169, 25173]]
['time', [25222, 25226]]
['time', [27523, 27527]]
['time', [27788, 27792]]
['time', [27835, 27839]]
['time', [28150, 28154]]
['time', [28358, 28362]]
['time', [28405, 28409]]
['time', [30112, 30116]]
['time', [30344, 30348]]
['time', [30485, 30489]]
['time', [30538, 30542]]
['time', [30984, 30988]]
['time', [31035, 31039]]
['time', [31369, 31373]]
['time', [31422, 31426]]
['time', [31689, 31693]]
['time', [31742, 31746]]
['time', [34035, 34039]]
['time', [34300, 34304]]
['time', [34347, 34351]]
['time', [34662, 34666]]
['time', [34870, 34874]]
['time', [34917, 34921]]
['time', [37246, 37250]]
['time', [37511, 37515]]
['time', [37558, 37562]]
['time', [37873, 37877]]
['time', [38081, 38085]]
['time', [38128, 38132]]
['time', [39836, 39840]]
['time', [40068, 40072]]
['time', [40209, 40213]]
['time', [40262, 40266]]
['time', [40708, 40712]]
['time', [40759, 40763]]
['time', [41093, 41097]]
['time', [41146, 41150]]
['time', [41413, 41417]]
['time', [41466, 41470]]
['time', [43138, 43142]]
['time', [43370, 43374]]
['time', [43511, 43515]]
['time', [43564, 43568]]
['time', [44010, 44014]]
['time', [44061, 44065]]
['time', [44395, 44399]]
['time', [44448, 44452]]
['time', [44715, 44719]]
['time', [44768, 44772]]
['time', [49216, 49220]]
['time', [49257, 49261]]
['time', [59381, 59385]]
['time', [59422, 59426]]
['time', [65824, 65828]]
['time', [66087, 66091]]
['time', [66429, 66433]]
['time', [66658, 66662]]
['time', [67540, 67544]]
['time', [67803, 67807]]
['time', [68145, 68149]]
['time', [68374, 68378]]
['two-way anova', [12710, 12723]]
['two-way anova', [18777, 18790]]
['post', [9303, 9307]]
['post', [11787, 11791]]
['post', [12870, 12874]]
['post', [15367, 15371]]
['post', [17853, 17857]]
['post', [18937, 18941]]
['post', [20611, 20615]]
['post', [20683, 20687]]
['post', [21365, 21369]]
['post', [21946, 21950]]
['post', [24062, 24066]]
['post', [24947, 24951]]
['post', [27131, 27135]]
['post', [27203, 27207]]
['post', [27885, 27889]]
['post', [28466, 28470]]
['post', [30582, 30586]]
['post', [31467, 31471]]
['post', [33643, 33647]]
['post', [33715, 33719]]
['post', [34397, 34401]]
['post', [34978, 34982]]
['post', [36854, 36858]]
['post', [36926, 36930]]
['post', [37608, 37612]]
['post', [38189, 38193]]
['post', [40306, 40310]]
['post', [41191, 41195]]
['post', [43608, 43612]]
['post', [44493, 44497]]
['post', [65849, 65853]]
['post', [66454, 66458]]
