genia tagger: 9797['type', [4, 8]]
['i', [19209, 19210]]
['i', [19242, 19243]]
['i', [19251, 19252]]
['i', [19264, 19265]]
['i', [19268, 19269]]
['i', [19281, 19282]]
['i', [19323, 19324]]
['i', [19333, 19334]]
['i', [19337, 19338]]
['i', [19347, 19348]]
['i', [19355, 19356]]
['i', [19391, 19392]]
['i', [19413, 19414]]
['i', [19417, 19418]]
['i', [19427, 19428]]
['i', [19429, 19430]]
['i', [19435, 19436]]
['i', [19456, 19457]]
['i', [19490, 19491]]
['i', [19494, 19495]]
['i', [19508, 19509]]
['i', [19516, 19517]]
['i', [19597, 19598]]
['i', [19599, 19600]]
['i', [19607, 19608]]
['i', [19614, 19615]]
['i', [19624, 19625]]
['i', [19641, 19642]]
['i', [19669, 19670]]
['i', [19682, 19683]]
['i', [19686, 19687]]
['i', [19690, 19691]]
['i', [19718, 19719]]
['i', [19730, 19731]]
['i', [19735, 19736]]
['i', [19742, 19743]]
['i', [19744, 19745]]
['i', [19762, 19763]]
['i', [19764, 19765]]
['i', [19773, 19774]]
['i', [19788, 19789]]
['i', [19793, 19794]]
['i', [19804, 19805]]
['i', [19832, 19833]]
['i', [19839, 19840]]
['i', [19848, 19849]]
['i', [19850, 19851]]
['i', [19855, 19856]]
['i', [19860, 19861]]
['i', [19884, 19885]]
['i', [19892, 19893]]
['i', [19897, 19898]]
['i', [19904, 19905]]
['i', [19911, 19912]]
['i', [19918, 19919]]
['i', [19949, 19950]]
['i', [19953, 19954]]
['i', [19994, 19995]]
['i', [20002, 20003]]
['i', [20007, 20008]]
['i', [20018, 20019]]
['i', [20037, 20038]]
['i', [20064, 20065]]
['i', [20076, 20077]]
['i', [20086, 20087]]
['i', [20090, 20091]]
['i', [20096, 20097]]
['i', [20135, 20136]]
['i', [20153, 20154]]
['i', [20157, 20158]]
['i', [20167, 20168]]
['i', [20220, 20221]]
['i', [20234, 20235]]
['i', [20243, 20244]]
['i', [20251, 20252]]
['i', [20264, 20265]]
['i', [20268, 20269]]
['i', [20271, 20272]]
['i', [20361, 20362]]
['i', [20369, 20370]]
['i', [20382, 20383]]
['i', [20384, 20385]]
['i', [20396, 20397]]
['i', [20406, 20407]]
['i', [20417, 20418]]
['i', [20428, 20429]]
['i', [20437, 20438]]
['i', [20450, 20451]]
['i', [20458, 20459]]
['i', [20484, 20485]]
['i', [20487, 20488]]
['i', [20511, 20512]]
['i', [20563, 20564]]
['i', [20586, 20587]]
['i', [20589, 20590]]
['i', [20591, 20592]]
['i', [20642, 20643]]
['i', [20645, 20646]]
['i', [20653, 20654]]
['i', [20698, 20699]]
['i', [20740, 20741]]
['i', [20744, 20745]]
['i', [20754, 20755]]
['i', [20808, 20809]]
['i', [20822, 20823]]
['i', [20832, 20833]]
['i', [20841, 20842]]
['i', [20859, 20860]]
['i', [20864, 20865]]
['i', [20872, 20873]]
['i', [20897, 20898]]
['i', [20907, 20908]]
['i', [20919, 20920]]
['i', [20926, 20927]]
['i', [20938, 20939]]
['i', [20988, 20989]]
['i', [21004, 21005]]
['i', [21010, 21011]]
['i', [21014, 21015]]
['i', [21045, 21046]]
['i', [21055, 21056]]
['i', [21067, 21068]]
['i', [21075, 21076]]
['i', [21093, 21094]]
['i', [21097, 21098]]
['i', [21109, 21110]]
['i', [21126, 21127]]
['i', [21162, 21163]]
['i', [21172, 21173]]
['i', [21203, 21204]]
['i', [21213, 21214]]
['i', [21225, 21226]]
['i', [21229, 21230]]
['i', [21238, 21239]]
['i', [21269, 21270]]
['i', [21309, 21310]]
['i', [21316, 21317]]
['i', [21380, 21381]]
['i', [21389, 21390]]
['i', [21392, 21393]]
['i', [21394, 21395]]
['i', [21444, 21445]]
['i', [21454, 21455]]
['i', [21466, 21467]]
['i', [21518, 21519]]
['i', [21544, 21545]]
['i', [21556, 21557]]
['i', [21574, 21575]]
['i', [21616, 21617]]
['i', [21621, 21622]]
['i', [21623, 21624]]
['i', [21631, 21632]]
['i', [21640, 21641]]
['i', [21664, 21665]]
['i', [21699, 21700]]
['i', [21711, 21712]]
['i', [21716, 21717]]
['i', [21718, 21719]]
['i', [21741, 21742]]
['i', [21756, 21757]]
['i', [21780, 21781]]
['i', [21788, 21789]]
['i', [21793, 21794]]
['i', [21795, 21796]]
['i', [21799, 21800]]
['i', [21808, 21809]]
['i', [21839, 21840]]
['i', [21880, 21881]]
['i', [21886, 21887]]
['i', [21936, 21937]]
['i', [21961, 21962]]
['i', [21970, 21971]]
['i', [21973, 21974]]
['i', [21975, 21976]]
['i', [22012, 22013]]
['i', [22027, 22028]]
['i', [22034, 22035]]
['i', [22039, 22040]]
['i', [22041, 22042]]
['i', [22097, 22098]]
['i', [22131, 22132]]
['i', [22136, 22137]]
['i', [22144, 22145]]
['i', [22155, 22156]]
['i', [22164, 22165]]
['i', [22167, 22168]]
['i', [22172, 22173]]
['i', [22174, 22175]]
['i', [22178, 22179]]
['i', [22235, 22236]]
['i', [22271, 22272]]
['i', [22283, 22284]]
['i', [22285, 22286]]
['i', [22308, 22309]]
['i', [22316, 22317]]
['i', [22329, 22330]]
['i', [22335, 22336]]
['i', [22348, 22349]]
['i', [22352, 22353]]
['i', [22369, 22370]]
['i', [22372, 22373]]
['i', [22386, 22387]]
['i', [22393, 22394]]
['i', [22395, 22396]]
['i', [22409, 22410]]
['i', [22420, 22421]]
['i', [22430, 22431]]
['i', [22439, 22440]]
['i', [22449, 22450]]
['i', [22457, 22458]]
['i', [22485, 22486]]
['i', [22501, 22502]]
['i', [22521, 22522]]
['i', [22533, 22534]]
['i', [22541, 22542]]
['i', [22556, 22557]]
['i', [22568, 22569]]
['i', [22570, 22571]]
['i', [22572, 22573]]
['i', [22582, 22583]]
['i', [22585, 22586]]
['i', [22633, 22634]]
['i', [22652, 22653]]
['i', [22659, 22660]]
['i', [22674, 22675]]
['i', [22678, 22679]]
['i', [22685, 22686]]
['i', [22699, 22700]]
['i', [22707, 22708]]
['i', [22712, 22713]]
['i', [22723, 22724]]
['i', [22769, 22770]]
['i', [22771, 22772]]
['i', [22777, 22778]]
['i', [22784, 22785]]
['i', [22807, 22808]]
['i', [22813, 22814]]
['i', [22841, 22842]]
['i', [22843, 22844]]
['i', [22879, 22880]]
['i', [22887, 22888]]
['i', [22914, 22915]]
['i', [22919, 22920]]
['i', [22932, 22933]]
['i', [22946, 22947]]
['i', [22959, 22960]]
['i', [22971, 22972]]
['i', [22993, 22994]]
['i', [23032, 23033]]
['i', [23159, 23160]]
['i', [23182, 23183]]
['i', [23185, 23186]]
['i', [23187, 23188]]
['i', [23213, 23214]]
['i', [23217, 23218]]
['i', [23234, 23235]]
['i', [23243, 23244]]
['i', [23281, 23282]]
['i', [23284, 23285]]
['i', [23292, 23293]]
['i', [23326, 23327]]
['i', [23351, 23352]]
['i', [23356, 23357]]
['i', [23383, 23384]]
['i', [23406, 23407]]
['i', [23427, 23428]]
['i', [23442, 23443]]
['i', [23452, 23453]]
['i', [23472, 23473]]
['i', [23477, 23478]]
['i', [23485, 23486]]
['i', [23511, 23512]]
['i', [23518, 23519]]
['i', [23530, 23531]]
['i', [23550, 23551]]
['i', [23593, 23594]]
['i', [23599, 23600]]
['i', [23603, 23604]]
['i', [23620, 23621]]
['i', [23624, 23625]]
['i', [23633, 23634]]
['i', [23636, 23637]]
['i', [23657, 23658]]
['i', [23667, 23668]]
['i', [23679, 23680]]
['i', [23696, 23697]]
['i', [23723, 23724]]
['i', [23759, 23760]]
['i', [23768, 23769]]
['i', [23790, 23791]]
['i', [23793, 23794]]
['i', [23795, 23796]]
['i', [23805, 23806]]
['i', [23825, 23826]]
['i', [23829, 23830]]
['i', [23837, 23838]]
['i', [23843, 23844]]
['i', [23859, 23860]]
['i', [23869, 23870]]
['i', [23879, 23880]]
['i', [23891, 23892]]
['i', [23898, 23899]]
['i', [23910, 23911]]
['i', [23920, 23921]]
['i', [23966, 23967]]
['i', [24019, 24020]]
['i', [24023, 24024]]
['i', [24031, 24032]]
['i', [24077, 24078]]
['i', [24086, 24087]]
['i', [24089, 24090]]
['i', [24091, 24092]]
['i', [24128, 24129]]
['i', [24172, 24173]]
['i', [24182, 24183]]
['i', [24194, 24195]]
['i', [24221, 24222]]
['i', [24233, 24234]]
['i', [24239, 24240]]
['i', [24241, 24242]]
['i', [24263, 24264]]
['i', [24268, 24269]]
['i', [24279, 24280]]
['i', [24285, 24286]]
['i', [24293, 24294]]
['i', [24309, 24310]]
['i', [24325, 24326]]
['i', [24352, 24353]]
['i', [24367, 24368]]
['i', [24382, 24383]]
['i', [24392, 24393]]
['i', [24404, 24405]]
['i', [24411, 24412]]
['i', [24421, 24422]]
['i', [24465, 24466]]
['i', [24516, 24517]]
['i', [24520, 24521]]
['i', [24528, 24529]]
['i', [24606, 24607]]
['i', [24616, 24617]]
['i', [24628, 24629]]
['i', [24655, 24656]]
['i', [24671, 24672]]
['i', [24684, 24685]]
['i', [24713, 24714]]
['i', [24731, 24732]]
['i', [24758, 24759]]
['i', [24765, 24766]]
['i', [24770, 24771]]
['i', [24772, 24773]]
['i', [24787, 24788]]
['i', [24794, 24795]]
['i', [24804, 24805]]
['i', [24850, 24851]]
['i', [24903, 24904]]
['i', [24907, 24908]]
['i', [24915, 24916]]
['i', [24962, 24963]]
['i', [24987, 24988]]
['i', [25018, 25019]]
['i', [25028, 25029]]
['i', [25033, 25034]]
['i', [25035, 25036]]
['i', [25055, 25056]]
['i', [25066, 25067]]
['i', [25078, 25079]]
['i', [25093, 25094]]
['i', [25100, 25101]]
['i', [25105, 25106]]
['i', [25107, 25108]]
['i', [25114, 25115]]
['i', [25124, 25125]]
['i', [25170, 25171]]
['i', [25223, 25224]]
['i', [25227, 25228]]
['i', [25235, 25236]]
['i', [25269, 25270]]
['i', [25290, 25291]]
['i', [25295, 25296]]
['i', [25297, 25298]]
['i', [25340, 25341]]
['i', [25346, 25347]]
['i', [25351, 25352]]
['i', [25353, 25354]]
['i', [25371, 25372]]
['i', [25396, 25397]]
['i', [25404, 25405]]
['i', [25412, 25413]]
['i', [25420, 25421]]
['i', [25424, 25425]]
['i', [25436, 25437]]
['i', [25442, 25443]]
['i', [25463, 25464]]
['i', [25496, 25497]]
['i', [25503, 25504]]
['i', [25518, 25519]]
['i', [25522, 25523]]
['i', [25531, 25532]]
['i', [25539, 25540]]
['i', [25544, 25545]]
['i', [25549, 25550]]
['i', [25562, 25563]]
['i', [25566, 25567]]
['i', [25570, 25571]]
['i', [25574, 25575]]
['i', [25584, 25585]]
['i', [25593, 25594]]
['i', [25615, 25616]]
['i', [25631, 25632]]
['i', [25654, 25655]]
['i', [25661, 25662]]
['i', [25674, 25675]]
['i', [25678, 25679]]
['i', [25706, 25707]]
['i', [25717, 25718]]
['i', [25729, 25730]]
['i', [25762, 25763]]
['i', [25771, 25772]]
['i', [25784, 25785]]
['i', [25788, 25789]]
['i', [25801, 25802]]
['i', [25843, 25844]]
['i', [25853, 25854]]
['i', [25857, 25858]]
['i', [25867, 25868]]
['i', [25875, 25876]]
['i', [25911, 25912]]
['i', [25933, 25934]]
['i', [25937, 25938]]
['i', [25947, 25948]]
['i', [25949, 25950]]
['i', [25955, 25956]]
['i', [25976, 25977]]
['i', [26010, 26011]]
['i', [26014, 26015]]
['i', [26028, 26029]]
['i', [26036, 26037]]
['i', [26117, 26118]]
['i', [26119, 26120]]
['i', [26127, 26128]]
['i', [26134, 26135]]
['i', [26144, 26145]]
['i', [26161, 26162]]
['i', [26189, 26190]]
['i', [26202, 26203]]
['i', [26206, 26207]]
['i', [26210, 26211]]
['i', [26238, 26239]]
['i', [26250, 26251]]
['i', [26255, 26256]]
['i', [26262, 26263]]
['i', [26264, 26265]]
['i', [26282, 26283]]
['i', [26284, 26285]]
['i', [26293, 26294]]
['i', [26308, 26309]]
['i', [26313, 26314]]
['i', [26324, 26325]]
['i', [26352, 26353]]
['i', [26359, 26360]]
['i', [26368, 26369]]
['i', [26370, 26371]]
['i', [26375, 26376]]
['i', [26380, 26381]]
['i', [26404, 26405]]
['i', [26412, 26413]]
['i', [26417, 26418]]
['i', [26424, 26425]]
['i', [26431, 26432]]
['i', [26438, 26439]]
['i', [26469, 26470]]
['i', [26473, 26474]]
['i', [26514, 26515]]
['i', [26522, 26523]]
['i', [26527, 26528]]
['i', [26538, 26539]]
['i', [26557, 26558]]
['i', [26584, 26585]]
['i', [26596, 26597]]
['i', [26606, 26607]]
['i', [26610, 26611]]
['i', [26616, 26617]]
['i', [26655, 26656]]
['i', [26673, 26674]]
['i', [26677, 26678]]
['i', [26687, 26688]]
['i', [26740, 26741]]
['i', [26754, 26755]]
['i', [26763, 26764]]
['i', [26771, 26772]]
['i', [26784, 26785]]
['i', [26788, 26789]]
['i', [26791, 26792]]
['i', [26881, 26882]]
['i', [26889, 26890]]
['i', [26902, 26903]]
['i', [26904, 26905]]
['i', [26916, 26917]]
['i', [26926, 26927]]
['i', [26937, 26938]]
['i', [26948, 26949]]
['i', [26957, 26958]]
['i', [26970, 26971]]
['i', [26978, 26979]]
['i', [27004, 27005]]
['i', [27007, 27008]]
['i', [27031, 27032]]
['i', [27083, 27084]]
['i', [27106, 27107]]
['i', [27109, 27110]]
['i', [27111, 27112]]
['i', [27162, 27163]]
['i', [27165, 27166]]
['i', [27173, 27174]]
['i', [27218, 27219]]
['i', [27260, 27261]]
['i', [27264, 27265]]
['i', [27274, 27275]]
['i', [27328, 27329]]
['i', [27342, 27343]]
['i', [27352, 27353]]
['i', [27361, 27362]]
['i', [27379, 27380]]
['i', [27384, 27385]]
['i', [27392, 27393]]
['i', [27417, 27418]]
['i', [27427, 27428]]
['i', [27439, 27440]]
['i', [27446, 27447]]
['i', [27458, 27459]]
['i', [27508, 27509]]
['i', [27524, 27525]]
['i', [27530, 27531]]
['i', [27534, 27535]]
['i', [27565, 27566]]
['i', [27575, 27576]]
['i', [27587, 27588]]
['i', [27595, 27596]]
['i', [27613, 27614]]
['i', [27617, 27618]]
['i', [27629, 27630]]
['i', [27646, 27647]]
['i', [27682, 27683]]
['i', [27692, 27693]]
['i', [27723, 27724]]
['i', [27733, 27734]]
['i', [27745, 27746]]
['i', [27749, 27750]]
['i', [27758, 27759]]
['i', [27789, 27790]]
['i', [27829, 27830]]
['i', [27836, 27837]]
['i', [27900, 27901]]
['i', [27909, 27910]]
['i', [27912, 27913]]
['i', [27914, 27915]]
['i', [27964, 27965]]
['i', [27974, 27975]]
['i', [27986, 27987]]
['i', [28038, 28039]]
['i', [28064, 28065]]
['i', [28076, 28077]]
['i', [28094, 28095]]
['i', [28136, 28137]]
['i', [28141, 28142]]
['i', [28143, 28144]]
['i', [28151, 28152]]
['i', [28160, 28161]]
['i', [28184, 28185]]
['i', [28219, 28220]]
['i', [28231, 28232]]
['i', [28236, 28237]]
['i', [28238, 28239]]
['i', [28261, 28262]]
['i', [28276, 28277]]
['i', [28300, 28301]]
['i', [28308, 28309]]
['i', [28313, 28314]]
['i', [28315, 28316]]
['i', [28319, 28320]]
['i', [28328, 28329]]
['i', [28359, 28360]]
['i', [28400, 28401]]
['i', [28406, 28407]]
['i', [28456, 28457]]
['i', [28481, 28482]]
['i', [28490, 28491]]
['i', [28493, 28494]]
['i', [28495, 28496]]
['i', [28532, 28533]]
['i', [28547, 28548]]
['i', [28554, 28555]]
['i', [28559, 28560]]
['i', [28561, 28562]]
['i', [28617, 28618]]
['i', [28651, 28652]]
['i', [28656, 28657]]
['i', [28664, 28665]]
['i', [28675, 28676]]
['i', [28684, 28685]]
['i', [28687, 28688]]
['i', [28692, 28693]]
['i', [28694, 28695]]
['i', [28698, 28699]]
['i', [28755, 28756]]
['i', [28791, 28792]]
['i', [28803, 28804]]
['i', [28805, 28806]]
['i', [28828, 28829]]
['i', [28836, 28837]]
['i', [28849, 28850]]
['i', [28855, 28856]]
['i', [28868, 28869]]
['i', [28872, 28873]]
['i', [28889, 28890]]
['i', [28892, 28893]]
['i', [28906, 28907]]
['i', [28913, 28914]]
['i', [28915, 28916]]
['i', [28929, 28930]]
['i', [28940, 28941]]
['i', [28950, 28951]]
['i', [28959, 28960]]
['i', [28969, 28970]]
['i', [28977, 28978]]
['i', [29005, 29006]]
['i', [29021, 29022]]
['i', [29041, 29042]]
['i', [29053, 29054]]
['i', [29061, 29062]]
['i', [29076, 29077]]
['i', [29088, 29089]]
['i', [29090, 29091]]
['i', [29092, 29093]]
['i', [29102, 29103]]
['i', [29105, 29106]]
['i', [29153, 29154]]
['i', [29172, 29173]]
['i', [29179, 29180]]
['i', [29194, 29195]]
['i', [29198, 29199]]
['i', [29205, 29206]]
['i', [29219, 29220]]
['i', [29227, 29228]]
['i', [29232, 29233]]
['i', [29243, 29244]]
['i', [29289, 29290]]
['i', [29291, 29292]]
['i', [29297, 29298]]
['i', [29304, 29305]]
['i', [29327, 29328]]
['i', [29333, 29334]]
['i', [29361, 29362]]
['i', [29363, 29364]]
['i', [29399, 29400]]
['i', [29407, 29408]]
['i', [29434, 29435]]
['i', [29439, 29440]]
['i', [29452, 29453]]
['i', [29466, 29467]]
['i', [29479, 29480]]
['i', [29491, 29492]]
['i', [29513, 29514]]
['i', [29552, 29553]]
['i', [29679, 29680]]
['i', [29702, 29703]]
['i', [29705, 29706]]
['i', [29707, 29708]]
['i', [29733, 29734]]
['i', [29737, 29738]]
['i', [29754, 29755]]
['i', [29763, 29764]]
['i', [29801, 29802]]
['i', [29804, 29805]]
['i', [29812, 29813]]
['i', [29846, 29847]]
['i', [29871, 29872]]
['i', [29876, 29877]]
['i', [29903, 29904]]
['i', [29926, 29927]]
['i', [29947, 29948]]
['i', [29962, 29963]]
['i', [29972, 29973]]
['i', [29992, 29993]]
['i', [29997, 29998]]
['i', [30005, 30006]]
['i', [30031, 30032]]
['i', [30038, 30039]]
['i', [30050, 30051]]
['i', [30070, 30071]]
['i', [30113, 30114]]
['i', [30119, 30120]]
['i', [30123, 30124]]
['i', [30140, 30141]]
['i', [30144, 30145]]
['i', [30153, 30154]]
['i', [30156, 30157]]
['i', [30177, 30178]]
['i', [30187, 30188]]
['i', [30199, 30200]]
['i', [30216, 30217]]
['i', [30243, 30244]]
['i', [30279, 30280]]
['i', [30288, 30289]]
['i', [30310, 30311]]
['i', [30313, 30314]]
['i', [30315, 30316]]
['i', [30325, 30326]]
['i', [30345, 30346]]
['i', [30349, 30350]]
['i', [30357, 30358]]
['i', [30363, 30364]]
['i', [30379, 30380]]
['i', [30389, 30390]]
['i', [30399, 30400]]
['i', [30411, 30412]]
['i', [30418, 30419]]
['i', [30430, 30431]]
['i', [30440, 30441]]
['i', [30486, 30487]]
['i', [30539, 30540]]
['i', [30543, 30544]]
['i', [30551, 30552]]
['i', [30597, 30598]]
['i', [30606, 30607]]
['i', [30609, 30610]]
['i', [30611, 30612]]
['i', [30648, 30649]]
['i', [30692, 30693]]
['i', [30702, 30703]]
['i', [30714, 30715]]
['i', [30741, 30742]]
['i', [30753, 30754]]
['i', [30759, 30760]]
['i', [30761, 30762]]
['i', [30783, 30784]]
['i', [30788, 30789]]
['i', [30799, 30800]]
['i', [30805, 30806]]
['i', [30813, 30814]]
['i', [30829, 30830]]
['i', [30845, 30846]]
['i', [30872, 30873]]
['i', [30887, 30888]]
['i', [30902, 30903]]
['i', [30912, 30913]]
['i', [30924, 30925]]
['i', [30931, 30932]]
['i', [30941, 30942]]
['i', [30985, 30986]]
['i', [31036, 31037]]
['i', [31040, 31041]]
['i', [31048, 31049]]
['i', [31126, 31127]]
['i', [31136, 31137]]
['i', [31148, 31149]]
['i', [31175, 31176]]
['i', [31191, 31192]]
['i', [31204, 31205]]
['i', [31233, 31234]]
['i', [31251, 31252]]
['i', [31278, 31279]]
['i', [31285, 31286]]
['i', [31290, 31291]]
['i', [31292, 31293]]
['i', [31307, 31308]]
['i', [31314, 31315]]
['i', [31324, 31325]]
['i', [31370, 31371]]
['i', [31423, 31424]]
['i', [31427, 31428]]
['i', [31435, 31436]]
['i', [31482, 31483]]
['i', [31507, 31508]]
['i', [31538, 31539]]
['i', [31548, 31549]]
['i', [31553, 31554]]
['i', [31555, 31556]]
['i', [31575, 31576]]
['i', [31586, 31587]]
['i', [31598, 31599]]
['i', [31613, 31614]]
['i', [31620, 31621]]
['i', [31625, 31626]]
['i', [31627, 31628]]
['i', [31634, 31635]]
['i', [31644, 31645]]
['i', [31690, 31691]]
['i', [31743, 31744]]
['i', [31747, 31748]]
['i', [31755, 31756]]
['i', [31789, 31790]]
['i', [31810, 31811]]
['i', [31815, 31816]]
['i', [31817, 31818]]
['i', [31860, 31861]]
['i', [31866, 31867]]
['i', [31871, 31872]]
['i', [31873, 31874]]
['i', [31891, 31892]]
['i', [31916, 31917]]
['i', [31924, 31925]]
['i', [31932, 31933]]
['i', [31940, 31941]]
['i', [31944, 31945]]
['i', [31956, 31957]]
['i', [31962, 31963]]
['i', [31983, 31984]]
['i', [32016, 32017]]
['i', [32023, 32024]]
['i', [32038, 32039]]
['i', [32042, 32043]]
['i', [32051, 32052]]
['i', [32059, 32060]]
['i', [32064, 32065]]
['i', [32069, 32070]]
['i', [32082, 32083]]
['i', [32086, 32087]]
['i', [32090, 32091]]
['i', [32094, 32095]]
['i', [32104, 32105]]
['i', [32113, 32114]]
['i', [32135, 32136]]
['i', [32151, 32152]]
['i', [32166, 32167]]
['i', [32173, 32174]]
['i', [32186, 32187]]
['i', [32190, 32191]]
['i', [32218, 32219]]
['i', [32229, 32230]]
['i', [32241, 32242]]
['i', [32274, 32275]]
['i', [32283, 32284]]
['i', [32296, 32297]]
['i', [32300, 32301]]
['i', [32313, 32314]]
['i', [32355, 32356]]
['i', [32365, 32366]]
['i', [32369, 32370]]
['i', [32379, 32380]]
['i', [32387, 32388]]
['i', [32423, 32424]]
['i', [32445, 32446]]
['i', [32449, 32450]]
['i', [32459, 32460]]
['i', [32461, 32462]]
['i', [32467, 32468]]
['i', [32488, 32489]]
['i', [32522, 32523]]
['i', [32526, 32527]]
['i', [32540, 32541]]
['i', [32548, 32549]]
['i', [32629, 32630]]
['i', [32631, 32632]]
['i', [32639, 32640]]
['i', [32646, 32647]]
['i', [32656, 32657]]
['i', [32673, 32674]]
['i', [32701, 32702]]
['i', [32714, 32715]]
['i', [32718, 32719]]
['i', [32722, 32723]]
['i', [32750, 32751]]
['i', [32762, 32763]]
['i', [32767, 32768]]
['i', [32774, 32775]]
['i', [32776, 32777]]
['i', [32794, 32795]]
['i', [32796, 32797]]
['i', [32805, 32806]]
['i', [32820, 32821]]
['i', [32825, 32826]]
['i', [32836, 32837]]
['i', [32864, 32865]]
['i', [32871, 32872]]
['i', [32880, 32881]]
['i', [32882, 32883]]
['i', [32887, 32888]]
['i', [32892, 32893]]
['i', [32916, 32917]]
['i', [32924, 32925]]
['i', [32929, 32930]]
['i', [32936, 32937]]
['i', [32943, 32944]]
['i', [32950, 32951]]
['i', [32981, 32982]]
['i', [32985, 32986]]
['i', [33026, 33027]]
['i', [33034, 33035]]
['i', [33039, 33040]]
['i', [33050, 33051]]
['i', [33069, 33070]]
['i', [33096, 33097]]
['i', [33108, 33109]]
['i', [33118, 33119]]
['i', [33122, 33123]]
['i', [33128, 33129]]
['i', [33167, 33168]]
['i', [33185, 33186]]
['i', [33189, 33190]]
['i', [33199, 33200]]
['i', [33252, 33253]]
['i', [33266, 33267]]
['i', [33275, 33276]]
['i', [33283, 33284]]
['i', [33296, 33297]]
['i', [33300, 33301]]
['i', [33303, 33304]]
['i', [33393, 33394]]
['i', [33401, 33402]]
['i', [33414, 33415]]
['i', [33416, 33417]]
['i', [33428, 33429]]
['i', [33438, 33439]]
['i', [33449, 33450]]
['i', [33460, 33461]]
['i', [33469, 33470]]
['i', [33482, 33483]]
['i', [33490, 33491]]
['i', [33516, 33517]]
['i', [33519, 33520]]
['i', [33543, 33544]]
['i', [33595, 33596]]
['i', [33618, 33619]]
['i', [33621, 33622]]
['i', [33623, 33624]]
['i', [33674, 33675]]
['i', [33677, 33678]]
['i', [33685, 33686]]
['i', [33730, 33731]]
['i', [33772, 33773]]
['i', [33776, 33777]]
['i', [33786, 33787]]
['i', [33840, 33841]]
['i', [33854, 33855]]
['i', [33864, 33865]]
['i', [33873, 33874]]
['i', [33891, 33892]]
['i', [33896, 33897]]
['i', [33904, 33905]]
['i', [33929, 33930]]
['i', [33939, 33940]]
['i', [33951, 33952]]
['i', [33958, 33959]]
['i', [33970, 33971]]
['i', [34020, 34021]]
['i', [34036, 34037]]
['i', [34042, 34043]]
['i', [34046, 34047]]
['i', [34077, 34078]]
['i', [34087, 34088]]
['i', [34099, 34100]]
['i', [34107, 34108]]
['i', [34125, 34126]]
['i', [34129, 34130]]
['i', [34141, 34142]]
['i', [34158, 34159]]
['i', [34194, 34195]]
['i', [34204, 34205]]
['i', [34235, 34236]]
['i', [34245, 34246]]
['i', [34257, 34258]]
['i', [34261, 34262]]
['i', [34270, 34271]]
['i', [34301, 34302]]
['i', [34341, 34342]]
['i', [34348, 34349]]
['i', [34412, 34413]]
['i', [34421, 34422]]
['i', [34424, 34425]]
['i', [34426, 34427]]
['i', [34476, 34477]]
['i', [34486, 34487]]
['i', [34498, 34499]]
['i', [34550, 34551]]
['i', [34576, 34577]]
['i', [34588, 34589]]
['i', [34606, 34607]]
['i', [34648, 34649]]
['i', [34653, 34654]]
['i', [34655, 34656]]
['i', [34663, 34664]]
['i', [34672, 34673]]
['i', [34696, 34697]]
['i', [34731, 34732]]
['i', [34743, 34744]]
['i', [34748, 34749]]
['i', [34750, 34751]]
['i', [34773, 34774]]
['i', [34788, 34789]]
['i', [34812, 34813]]
['i', [34820, 34821]]
['i', [34825, 34826]]
['i', [34827, 34828]]
['i', [34831, 34832]]
['i', [34840, 34841]]
['i', [34871, 34872]]
['i', [34912, 34913]]
['i', [34918, 34919]]
['i', [34968, 34969]]
['i', [34993, 34994]]
['i', [35002, 35003]]
['i', [35005, 35006]]
['i', [35007, 35008]]
['i', [35044, 35045]]
['i', [35059, 35060]]
['i', [35066, 35067]]
['i', [35071, 35072]]
['i', [35073, 35074]]
['i', [35129, 35130]]
['i', [35163, 35164]]
['i', [35168, 35169]]
['i', [35176, 35177]]
['i', [35187, 35188]]
['i', [35196, 35197]]
['i', [35199, 35200]]
['i', [35204, 35205]]
['i', [35206, 35207]]
['i', [35210, 35211]]
['i', [35267, 35268]]
['i', [35303, 35304]]
['i', [35315, 35316]]
['i', [35317, 35318]]
['i', [35340, 35341]]
['i', [35348, 35349]]
['i', [35361, 35362]]
['i', [35377, 35378]]
['i', [35384, 35385]]
['i', [35397, 35398]]
['i', [35401, 35402]]
['i', [35429, 35430]]
['i', [35440, 35441]]
['i', [35452, 35453]]
['i', [35485, 35486]]
['i', [35494, 35495]]
['i', [35507, 35508]]
['i', [35511, 35512]]
['i', [35524, 35525]]
['i', [35566, 35567]]
['i', [35576, 35577]]
['i', [35580, 35581]]
['i', [35590, 35591]]
['i', [35598, 35599]]
['i', [35634, 35635]]
['i', [35656, 35657]]
['i', [35660, 35661]]
['i', [35670, 35671]]
['i', [35672, 35673]]
['i', [35678, 35679]]
['i', [35699, 35700]]
['i', [35733, 35734]]
['i', [35737, 35738]]
['i', [35751, 35752]]
['i', [35759, 35760]]
['i', [35840, 35841]]
['i', [35842, 35843]]
['i', [35850, 35851]]
['i', [35857, 35858]]
['i', [35867, 35868]]
['i', [35884, 35885]]
['i', [35912, 35913]]
['i', [35925, 35926]]
['i', [35929, 35930]]
['i', [35933, 35934]]
['i', [35961, 35962]]
['i', [35973, 35974]]
['i', [35978, 35979]]
['i', [35985, 35986]]
['i', [35987, 35988]]
['i', [36005, 36006]]
['i', [36007, 36008]]
['i', [36016, 36017]]
['i', [36031, 36032]]
['i', [36036, 36037]]
['i', [36047, 36048]]
